geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 daf2_d15_01,log2 daf2_d15_02,log2 daf2_d15_03,log2 daf2_d15_04,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04, -Log.p.value,Student's T-test q-value daf2_d15_N2_d15,log2FC,Student's T-test Test statistic daf2_d15_N2_d15,Sign p-val: 0.05 
ctps-1,0.00105524,0.00537788,G5EC98,CTP synthase,15.4129,15.6491,15.5752,15.4967,15.4185,15.5833,15.6034,15.5245,0.00537788,0.983153,0.00105524,0.0160782,
mpst-6,-1.58563,2.65874,G5ECA0,MercaptoPyruvate SulfurTransferase homolog,11.8828,12.0392,11.4902,11.9311,14.0222,13.1988,12.7323,13.7326,2.65874,0.00333855,-1.58563,-5.11258,+
"CELE_F29C6,1",-1.75802,1.74346,G5ECA2,Uncharacterized protein,12.1642,10.5217,12.573,12.0165,12.6824,13.8669,14.0939,13.6641,1.74346,0.0168651,-1.75802,-3.22371,+
"CELE_T02D1,8",1.45365,4.07119,G5ECA7,Uncharacterized protein,16.8158,17.109,16.6794,16.5092,15.4293,15.2282,15.5166,15.1246,4.07119,0.000879433,1.45365,9.34958,+
srap-1,0.424885,1.54361,G5ECB4,Serine Rich Adhesion Protein-like,17.2372,17.3895,16.9847,17.2906,17.1053,16.6924,16.5431,16.8617,1.54361,0.0248997,0.424885,2.86533,+
"CELE_T04A11,2",0.860212,0.687263,G5ECB5,Uncharacterized protein,15.1058,14.867,14.8616,14.9344,15.7829,13.1442,14.089,13.3118,0.687263,0.154337,0.860212,1.41983,
nhx-4,-0.282333,0.826856,G5ECB7;G5EDU2,Sodium/hydrogen exchanger,12.2805,12.0457,11.7265,12.1111,12.5694,12.0567,12.166,12.5011,0.826856,0.111025,-0.282333,-1.6551,
mex-1,-2.34019,3.90537,G5ECB9,MEX-1,12.0236,11.9261,11.676,12.0592,14.7112,14.2397,14.5356,13.5591,3.90537,0.00113043,-2.34019,-8.73758,+
klp-16,-1.13717,1.14371,G5ECC0,Kinesin like protein,17.1298,17.1673,16.1041,15.1928,18.0797,17.3315,17.0523,17.6791,1.14371,0.0572003,-1.13717,-2.18236,
"CELE_F13G3,10",0.925468,1.69119,G5ECC1,Uncharacterized protein,16.4225,15.9715,15.9998,16.5743,15.3441,14.7986,15.1225,16.001,1.69119,0.0184822,0.925468,3.12858,+
usp-48,-0.685712,0.759956,G5ECC7,Ubiquitin carboxyl-terminal hydrolase,12.8051,13.7708,12.0105,12.95,13.3152,13.6899,14.2379,13.0363,0.759956,0.130162,-0.685712,-1.5429,
"CELE_K11B4,1",-0.582175,1.45471,G5ECC9,Uncharacterized protein,14.2087,14.1745,14.4089,14.2232,14.7894,14.4203,14.7218,15.4125,1.45471,0.0293494,-0.582175,-2.71017,+
cyp-35c1,-0.476422,1.35644,G5ECD0,CYtochrome P450 family,12.2401,11.9666,11.6387,12.0296,12.5285,12.1706,12.2811,12.8005,1.35644,0.0366767,-0.476422,-2.54117,+
mel-11,0.567294,0.810005,G5ECD7;G5EEB3;G5EG29;G5EGT0,Uncharacterized protein;MEL-11;Uncharacterized protein;Uncharacterized protein,14.8089,15.897,15.0964,14.571,13.9729,14.5269,14.8242,14.7801,0.810005,0.115315,0.567294,1.62691,
lam-3,-1.71643,1.83153,G5ECE3,"LAMinin related, See also lmb",12.2046,12.2161,11.6614,11.9481,12.5298,14.4439,14.6015,13.3208,1.83153,0.0146318,-1.71643,-3.3865,+
"C34E7,4",0.836812,4.07506,G5ECE7,Uncharacterized protein,17.6581,17.6224,17.8786,17.7253,16.7085,16.8395,16.9982,16.9909,4.07506,0.000882562,0.836812,9.36429,+
bmk-1,0.102397,0.26633,G5ECF4;G5EGL7,Kinesin-like protein,15.0142,15.2791,14.6907,15.2051,14.9585,14.7448,14.9037,15.1724,0.26633,0.46084,0.102397,0.646981,
"CELE_F07B7,2",-2.18474,3.74021,G5ECF6,Uncharacterized protein,12.8496,13.8003,13.4643,13.4259,15.1434,15.5029,15.6107,16.022,3.74021,0.00114589,-2.18474,-8.16305,+
"CELE_Y59E9AL,2",-0.24032,0.392835,G5ECF8,Uncharacterized protein,15.5696,15.5106,15.8036,16.1684,15.8839,15.6752,15.7947,16.6596,0.392835,0.329822,-0.24032,-0.89607,
tac-1,-0.41094,2.42382,G5ECG0,Transforming acid coiled-coil-containing protein 1,14.9734,14.9777,15.258,15.181,15.3709,15.6188,15.5583,15.4859,2.42382,0.00472591,-0.41094,-4.58049,+
dsc-4,0.357723,0.985845,G5ECG7,Defecation Suppressor of Clk-1,15.5981,15.8782,15.456,15.8116,15.4416,14.9567,15.7014,15.2133,0.985845,0.0789465,0.357723,1.91967,
hda-3,-0.0382063,0.0566945,G5ECH0,Histone deacetylase,14.812,15.632,15.1972,15.3789,15.4778,15.047,14.9888,15.6593,0.0566945,0.842003,-0.0382063,-0.160681,
ppfr-1,-1.8831,1.28536,G5ECH5;G5ED93;G5EFI6,Protein Phosphatase Four Regulatory subunit,9.79778,9.57698,12.411,12.0212,12.3343,13.1376,13.385,12.4826,1.28536,0.041751,-1.8831,-2.42036,+
"CELE_K08D8,6",-0.58244,0.941671,G5ECH9;M1Z859,Uncharacterized protein,15.0475,15.3553,15.2059,15.2921,16.4754,15.4644,15.1333,16.1574,0.941671,0.0874755,-0.58244,-1.8463,
"CELE_Y37A1B,17",-0.827475,0.949879,G5ECK4;G5EE73,Uncharacterized protein,13.9456,14.3205,12.7376,14.6006,15.1246,14.3636,14.8917,14.5343,0.949879,0.0859893,-0.827475,-1.85994,
dli-1,-0.134113,0.0989839,G5ECK7;G5ED34,Dynein Light Intermediate chain,15.9919,16.4144,14.8681,16.0397,16.2209,15.4186,15.3246,16.8864,0.0989839,0.741795,-0.134113,-0.270024,
"CELE_M05D6,2",-2.11103,0.687448,G5ECL1,Uncharacterized protein,14.7108,13.7624,12.2915,8.11196,14.1791,13.9707,13.9655,15.2055,0.687448,0.154364,-2.11103,-1.42015,
prp-21,0.530473,0.405558,G5ECL3,Pre-RNA processing 21,18.5858,18.445,18.4391,18.5312,18.8768,18.0648,16.3197,18.6179,0.405558,0.31806,0.530473,0.920028,
bam-2,-0.182152,0.692417,G5ECL4,BAM-2,14.4963,14.3229,14.1856,14.7331,14.5434,14.6872,14.5249,14.7111,0.692417,0.152052,-0.182152,-1.42861,
"CELE_F26D2,15",2.2231,3.83049,G5ECL7,Uncharacterized protein,14.3377,14.3164,15.0002,14.2971,12.4402,11.8754,12.0044,12.7392,3.83049,0.00123429,2.2231,8.47289,+
dcp-66,-0.603272,0.629116,G5ECM2;G5ED89,Deacetylase Complex Protein,15.331,15.1117,14.5319,15.8306,15.2652,15.3703,16.8759,15.7069,0.629116,0.178345,-0.603272,-1.32018,
tufm-1,0.150202,0.379943,G5ECM6,Elongation factor Tu homologue,17.5017,17.7221,17.5948,17.5772,17.1736,17.4261,17.2731,17.9222,0.379943,0.341323,0.150202,0.871621,
cpi-2,0.97114,2.06,G5ECM9,Cystatin,19.1533,18.6459,19.2002,19.842,18.2282,18.0634,18.2874,18.3778,2.06,0.0091305,0.97114,3.82501,+
egl-3,0.486012,0.988936,G5ECN9,Neuroendocrine convertase 2,15.232,14.3845,14.083,14.4129,13.9347,13.9574,14.1244,14.152,0.988936,0.0782384,0.486012,1.92481,
sth-1,0.459257,0.575134,G5ECQ4,Novel protein,14.4575,14.5453,13.3878,13.3345,13.301,13.3385,13.2474,14.0011,0.575134,0.203667,0.459257,1.2264,
"CELE_T25C12,3",-0.174778,0.483868,G5ECR0,Uncharacterized protein,17.3467,17.6494,17.6911,17.6706,17.6931,17.4615,17.754,18.1482,0.483868,0.257602,-0.174778,-1.06416,
mbd-2,-4.64148,2.64231,G5ECR1,Methyl-CpG BinDing protein,12.321,11.0833,11.3803,13.3216,16.8754,15.3434,15.7186,18.7346,2.64231,0.00339246,-4.64148,-5.07412,+
sod-4,0.87732,0.888238,G5ECR5;P34461,Superoxide dismutase [Cu-Zn];Extracellular superoxide dismutase [Cu-Zn],16.4637,16.4763,17.111,17.1824,15.5672,16.7625,14.8037,16.5908,0.888238,0.097146,0.87732,1.75746,
"C01B4,6",-1.41678,2.88554,G5ECR6,Aldose 1-epimerase,15.1435,14.9864,14.7248,14.0323,16.2073,16.0628,16.0498,16.2342,2.88554,0.00294488,-1.41678,-5.66455,+
elb-1,-0.36556,0.679967,G5ECR7,ELongin B,16.4492,16.7608,15.9007,16.1567,16.4112,16.3418,16.8897,17.0869,0.679967,0.156551,-0.36556,-1.4074,
gba-3,-0.53797,0.50256,G5ECR8,Putative glucosylceramidase 3,15.0296,15.4905,14.8543,15.1549,15.8361,14.3075,16.0902,16.4474,0.50256,0.245443,-0.53797,-1.09783,
cpt-2,0.566113,2.21809,G5ECS9,Carnitine Palmitoyl Transferase,15.7417,15.9087,15.6374,16.0315,15.4927,15.1534,15.3784,15.0302,2.21809,0.0070392,0.566113,4.1439,+
"CELE_F15E6,3",3.25926,3.91849,G5ECT2,RNA binding protein,15.4445,15.8387,15.5658,15.8143,11.5511,12.1238,13.1775,12.7739,3.91849,0.00114465,3.25926,8.78466,+
gpc-2,-0.224094,0.596416,G5ECT6,"G Protein, Gamma subunit",18.3659,18.1508,18.4476,18.7942,18.3653,18.7801,18.6068,18.9025,0.596416,0.193713,-0.224094,-1.26354,
skr-1,0.561904,1.32764,G5ECU1,Skp1-related protein,17.9762,18.3769,18.0264,18.0375,17.7551,17.2563,17.1437,18.0143,1.32764,0.0385521,0.561904,2.4921,+
"CELE_F01G4,6;F01G4,6",-0.137112,0.559215,G5ECU3;P40614,"Uncharacterized protein;Phosphate carrier protein, mitochondrial",20.8693,20.7908,21.0606,21.2302,21.0078,21.2036,21.0451,21.2427,0.559215,0.212471,-0.137112,-1.19847,
"CELE_F44E5,4",0.948477,1.72958,G5ECU5,Uncharacterized protein,19.3293,19.3734,19.2341,19.0538,19.0829,17.7745,17.9798,18.3595,1.72958,0.0172604,0.948477,3.19835,+
alh-3,-0.188485,0.750887,G5ECV9,10-formyltetrahydrofolate dehydrogenase,16.2423,16.2572,16.4834,16.7163,16.4967,16.7106,16.6924,16.5534,0.750887,0.132825,-0.188485,-1.52762,
ncx-3,-1.37546,0.707344,G5ECW0,Na/Ca eXchangers,13.7508,13.1829,9.97119,13.1024,13.3355,13.5065,13.5909,15.0761,0.707344,0.146308,-1.37546,-1.45398,
ehbp-1,-0.0585752,0.0409249,G5ECW3,EH (Eps-15-homology) domain Binding Protein family,13.4693,12.6439,11.8949,12.3465,13.7296,12.5258,12.1787,12.1548,0.0409249,0.882104,-0.0585752,-0.1178,
dpt-1,-0.445423,0.539771,G5ECW7;Q9U3K7,Dipeptidyl peptidase 3,18.0616,17.4483,18.5779,18.6664,18.3493,18.3723,19.4141,18.4003,0.539771,0.223655,-0.445423,-1.16415,
cdr-2,-0.0906327,0.102532,G5ECX9,CaDmium Responsive,15.0725,14.5603,14.6218,15.5191,14.7299,14.6882,15.0085,15.7097,0.102532,0.734782,-0.0906327,-0.278865,
dlg-1,0.0819726,0.244338,G5ECY0,Drosophila Discs LarGe homolog,17.0477,16.9601,17.1449,17.3739,16.9967,16.9302,16.917,17.3548,0.244338,0.489441,0.0819726,0.601179,
skr-8,-0.703311,0.965865,G5ECY4,SKR-8,15.1397,15.48,14.3545,14.2781,15.2507,15.034,15.7546,16.0262,0.965865,0.0829426,-0.703311,-1.88649,
chn-1,0.0114813,0.00635916,G5ECY6,C-term of Hsp70-iNteracting protein (CHIP family),13.3271,12.6684,14.2815,15.0886,14.0524,14.0667,14.227,12.9736,0.00635916,0.980613,0.0114813,0.0189908,
hum-5,0.338887,0.361084,G5ECZ0,"Heavy chain, Unconventional Myosin",13.92,14.8623,13.8011,14.2762,13.5717,13.7601,13.3449,14.8273,0.361084,0.358493,0.338887,0.835518,
unc-44,-0.303989,0.92748,G5ECZ1,AO66 ankyrin,16.5381,16.9908,16.5884,16.2796,17.0479,16.731,17.0253,16.8086,0.92748,0.0896586,-0.303989,-1.82272,
ret-1,-0.58776,1.69651,G5ECZ2;G5EDI2,Reticulon-like protein,17.6983,17.3489,17.9802,18.1032,18.4365,18.1313,18.5179,18.3959,1.69651,0.0183934,-0.58776,-3.13822,+
inos-1,-0.343302,0.771202,G5ED01,INOsitol-3-phosphate Synthase,16.3646,16.065,16.957,16.7382,16.998,16.6025,17.0203,16.8773,0.771202,0.12645,-0.343302,-1.56182,
pdi-3,0.0070529,0.0216194,G5ED07,Protein disulfide-isomerase,19.9053,19.9932,20.2,20.0351,20.007,19.845,19.9703,20.2831,0.0216194,0.939402,0.0070529,0.0634904,
unc-1,-0.139505,0.0849354,G5ED08;Q21190,Stomatin-like protein UNC-1;Protein unc-1,14.2018,14.027,13.9606,14.3285,12.8723,14.2417,15.7543,14.2076,0.0849354,0.77287,-0.139505,-0.234539,
"C27A7,6",0.0184975,0.00967666,G5ED11;H9G2Z4,Uncharacterized protein,14.8462,15.6471,15.4717,14.9605,16.1521,14.2536,14.0613,16.3845,0.00967666,0.970859,0.0184975,0.028791,
hpo-11,-0.410798,0.746842,G5ED17,Uncharacterized protein,13.45,13.6828,13.9606,13.2732,14.3471,13.6303,13.5966,14.4357,0.746842,0.133662,-0.410798,-1.5208,
rpoa-1,-0.355018,0.320671,G5ED21,DNA-directed RNA polymerase subunit,14.9973,15.2727,14.4093,14.5015,15.3446,14.2721,16.232,14.7522,0.320671,0.398057,-0.355018,-0.75668,
him-4,-0.64413,1.68338,G5ED27;G5EG33,High Incidence of Males (Increased X chromosome loss);Hemicentin,15.9732,16.1985,16.552,16.4698,16.7415,16.8079,16.8028,17.4177,1.68338,0.0185646,-0.64413,-3.11444,+
atx-2,1.00918,2.92044,G5ED29,Ataxin-2 homolog,17.3884,17.321,16.8923,17.497,16.4281,16.1346,16.0104,16.4888,2.92044,0.00285637,1.00918,5.75311,+
"ucr-2,1",-0.0638642,0.0948179,G5ED31;G5EDD1,Ubiquinol-Cytochrome c oxidoReductase complex,17.7923,17.7318,18.1247,18.4354,17.8102,17.9703,17.9307,18.6285,0.0948179,0.751458,-0.0638642,-0.259583,
eps-8,-0.504795,1.54654,G5ED33;O18250;Q7YTG1,EPS (Human endocytosis) related,16.8118,16.5687,16.5343,17.0871,17.2752,17.3469,16.9173,17.4817,1.54654,0.0247746,-0.504795,-2.87048,+
rme-8,-0.0266652,0.0069375,G5ED36;O62178,Endocytosis protein RME-8;Receptor Mediated Endocytosis,16.317,16.4161,13.9446,13.6196,13.6176,13.919,14.6993,18.1682,0.0069375,0.979065,-0.0266652,-0.0207045,
cand-1,-0.94699,3.50994,G5ED41,Cullin-associated NEDD8-dissociated protein 1,15.2897,15.3537,15.6908,15.7173,16.3135,16.3985,16.5749,16.5527,3.50994,0.00126496,-0.94699,-7.41608,+
fat-5,-0.486982,1.22263,G5ED44,Delta(9)-fatty-acid desaturase fat-5,12.1549,11.6644,11.5879,12.0842,12.4901,11.9563,12.3158,12.677,1.22263,0.0480376,-0.486982,-2.31457,+
"CELE_K01A12,4",0.945151,1.63359,G5ED56,Uncharacterized protein,13.6896,13.6911,12.4509,13.4553,12.5351,12.0796,12.4264,12.4652,1.63359,0.0208341,0.945151,3.02492,+
"CELE_D1086,9",4.50502,4.8389,G5ED64,Uncharacterized protein,16.1682,17.3581,17.2524,16.5474,12.5355,12.1752,11.817,12.7784,4.8389,0,4.50502,12.7188,+
klp-7,0.170487,0.194685,G5ED75;Q9XU12,Kinesin-like protein,13.5442,14.7642,13.5379,14.4244,13.6234,13.6628,14.1204,14.1822,0.194685,0.562876,0.170487,0.494213,
eea-1,0.26291,0.551451,G5ED80;Q5FC45,"EEA1;EEA1 (Early Endosome Antigen, Rab effector) homolog",14.3723,14.2561,14.0357,14.242,13.7084,13.5387,14.1376,14.4698,0.551451,0.216889,0.26291,1.18479,
"C09G4,4",-0.508281,1.77605,G5ED81,"C09G4,4 protein",12.0885,11.9103,11.7621,12.0655,12.5424,12.1759,12.3399,12.8013,1.77605,0.0161799,-0.508281,-3.28358,+
3A339,-0.436555,1.47466,G5ED94,3A339,11.9462,12.0512,11.6895,12.0297,12.271,12.1864,12.2362,12.7693,1.47466,0.028185,-0.436555,-2.74478,+
yars-1,-0.286377,1.03007,G5ED95,Tyrosine--tRNA ligase,15.5488,15.8825,15.8155,16.0679,16.0093,15.9421,16.1335,16.3752,1.03007,0.0722265,-0.286377,-1.99313,
hcp-4,-0.0749147,0.109084,G5EDA3,CENP-C-like protein HCP-4,13.4974,14.0783,13.6538,13.9143,13.4105,13.58,14.122,14.3309,0.109084,0.720658,-0.0749147,-0.295067,
"C06H5,6",-0.252114,0.66395,G5EDA7,Uncharacterized protein,12.2401,11.8948,11.7354,11.7192,12.0477,12.0329,11.9609,12.5564,0.66395,0.163236,-0.252114,-1.38003,
"CELE_Y45F10B,13",0.844972,2.99041,G5EDA8;G5EGA2,Uncharacterized protein,15.308,15.1861,15.2005,15.4861,14.3334,14.2077,14.7862,14.4736,2.99041,0.00263053,0.844972,5.93374,+
madd-3,-1.38037,0.606314,G5EDB2,Uncharacterized protein,12.0044,12.0012,11.5924,12.0041,10.3995,13.3592,13.7946,15.5702,0.606314,0.188999,-1.38037,-1.28074,
ppgn-1,-1.17188,3.5086,G5EDB6,ParaPleGiN AAA protease family,12.2597,12.0475,11.7697,12.0728,13.5592,13.105,13.0025,13.1705,3.5086,0.00126226,-1.17188,-7.41191,+
unc-25,-0.658259,0.51597,G5EDB7,Glutamic acid decarboxylase,12.0785,13.4061,14.5358,13.4843,13.6867,13.5213,14.0552,14.8745,0.51597,0.238543,-0.658259,-1.12184,
vha-4,-1.93556,2.21662,G5EDB8,VHA-4,16.6455,14.5759,15.472,16.1646,18.0295,17.4819,17.5077,17.5811,2.21662,0.00707077,-1.93556,-4.14087,+
arl-8,-0.460267,1.70111,G5EDC6,ARF-Like,15.9667,15.7467,16.2712,16.3005,16.4497,16.6618,16.3997,16.6148,1.70111,0.0181555,-0.460267,-3.14655,+
tba-4,-0.425705,0.608849,G5EDD4,Tubulin alpha chain,16.9192,15.6958,15.494,15.9097,16.2513,16.3388,16.4278,16.7037,0.608849,0.188015,-0.425705,-1.28513,
skr-2,-0.724145,1.36161,G5EDD8,SKR-2,15.5603,15.6375,15.0595,15.2375,16.3367,15.9076,15.5027,16.6443,1.36161,0.0363404,-0.724145,-2.55002,+
hpl-2,0.21681,0.0944438,G5EDE2,Chromo-domain protein,14.5409,12.5359,13.9484,16.0668,14.1038,14.8063,12.9034,14.4113,0.0944438,0.752149,0.21681,0.258642,
"CELE_W08E3,2",-0.560338,1.07076,G5EDE4,Uncharacterized protein,14.0161,14.2381,14.7143,14.5836,15.2117,14.3458,14.9037,15.3322,1.07076,0.0667058,-0.560338,-2.06078,
tpxl-1,-0.231444,0.28309,G5EDE7,TPX2 (Targeting Protein for Xenopus Klp2)-Like,16.1013,16.1832,15.3392,15.5986,16.8129,15.9629,15.8285,15.5437,0.28309,0.440015,-0.231444,-0.681315,
ile-1,-0.256618,0.676159,G5EDE8,ERGIC-53-like protein,15.6044,16.0322,16.0196,16.1574,15.9247,16.2351,16.5776,16.1027,0.676159,0.158505,-0.256618,-1.4009,
tufm-2,2.88568,4.91714,G5EDF5,Mitochondrial elongation factor Tu homologue,16.6661,16.0699,16.3997,16.6687,13.7508,13.0623,13.7015,13.7472,4.91714,0,2.88568,13.1188,+
sek-1,-0.756371,1.35346,G5EDF7,Dual specificity mitogen-activated protein kinase kinase sek-1,12.6187,13.7167,12.6776,12.888,13.5099,13.5341,13.6982,14.1844,1.35346,0.0368038,-0.756371,-2.53609,+
"M03C11,8",0.731982,0.760529,G5EDG2,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 homolog,15.6381,14.2168,14.7861,14.6739,14.6937,13.5272,13.3899,14.7762,0.760529,0.130059,0.731982,1.54387,
col-117,0.065794,0.0911185,G5EDG6,COLlagen,18.0146,17.4536,17.999,18.4732,18.0745,18.2284,17.4868,17.8877,0.0911185,0.758688,0.065794,0.250254,
fmo-4,3.0486,3.03271,G5EDG8,Flavin-containing monooxygenase,15.4663,16.6114,14.2877,14.9135,12.3454,12.0023,12.2355,12.5012,3.03271,0.00229508,3.0486,6.04496,+
hex-3,0.0845487,0.0933639,G5EDG9,HEXosaminidase,14.2656,14.1307,14.3335,14.9472,14.1755,13.79,14.2701,15.1032,0.0933639,0.753746,0.0845487,0.255922,
vha-7,-0.102259,0.0627361,G5EDH1,V-type proton ATPase subunit a,14.1619,15.0093,14.4595,13.3657,14.6792,14.4024,13.0612,15.2626,0.0627361,0.825743,-0.102259,-0.176785,
"CELE_T11F9,12",-0.840962,0.838818,G5EDH2,Uncharacterized protein,19.7648,19.9806,19.114,21.1322,21.5951,20.8902,20.4619,20.4084,0.838818,0.108287,-0.840962,-1.67508,
"C14H10,2",-0.543113,1.23358,G5EDI1;Q0G832,Uncharacterized protein,11.6973,12.0425,11.555,12.0363,12.5676,11.878,12.2665,12.7915,1.23358,0.047018,-0.543113,-2.33299,+
"CELE_Y20C6A,1",-2.52983,5.48439,G5EDI6;G5EFW4,Uncharacterized protein,12.0179,12.0584,11.7345,11.6975,14.2649,14.2575,14.3342,14.7711,5.48439,0,-2.52983,-16.3966,+
ent-1,0.0293946,0.0236617,G5EDJ3,Equilibrative Nucleoside Transporter,15.5064,15.2457,16.4175,16.7585,15.5664,15.7812,15.8697,16.5932,0.0236617,0.933523,0.0293946,0.0693369,
asc-1,-0.718224,1.18321,G5EDK1,ASC-1,14.2911,14.5631,13.3668,14.1715,15.238,14.5212,14.4721,15.034,1.18321,0.0523191,-0.718224,-2.24843,
air-1,-0.845455,1.27182,G5EDL3,Aurora/Ipl1 Related kinase,14.1895,14.2333,14.6521,13.4282,14.6358,14.5667,15.0556,15.6268,1.27182,0.0431076,-0.845455,-2.39747,+
rilp-1,1.44058,3.54473,G5EDL7;G5EFB9,RILP (Rab7-Interacting Lysosomal Protein) homolog,14.0449,13.8032,13.543,13.5935,12.4172,11.8818,12.3169,12.6064,3.54473,0.00116923,1.44058,7.52512,+
nrfl-1,-0.403535,0.649136,G5EDM4;X5LVA5,NHERF (Mammalian Na/H Exchange Regulatory Factor) Like,16.9093,17.7058,16.8827,16.8913,17.7533,17.2636,17.0185,17.9679,0.649136,0.168918,-0.403535,-1.35464,
cnb-1,0.986692,3.41686,G5EDN6;H9G2Y1,Protein phosphatase 2B regulatory subunit cnb-1;CalciNeurin B,16.1581,16.2311,15.7218,16.24,14.9341,15.092,15.1459,15.2321,3.41686,0.00135421,0.986692,7.13079,+
"CELE_Y32F6A,5",-0.19931,0.232606,G5EDP0,Uncharacterized protein,16.9128,16.6299,17.2616,18.0112,16.9438,17.4805,17.3999,17.7885,0.232606,0.505224,-0.19931,-0.576372,
daf-22,-0.336585,0.406533,G5EDP2,Non-specific lipid-transfer protein-like 2,16.5667,16.5945,16.0305,16.7278,17.0653,15.9386,16.7532,17.5087,0.406533,0.317317,-0.336585,-0.921856,
fmo-1,-0.38853,0.548154,G5EDP6,Flavin-containing monooxygenase,12.6921,11.3297,12.2808,11.7336,12.4051,12.0977,12.3286,12.759,0.548154,0.218283,-0.38853,-1.17897,
clh-1,-0.370198,0.224102,G5EDQ0;Q22833,Chloride channel protein,15.8567,15.7237,13.5028,15.6575,16.0602,15.0687,14.8422,16.2503,0.224102,0.516686,-0.370198,-0.558217,
hmg-12,-0.0129924,0.0288616,G5EDQ2,HMG,17.002,16.8564,16.5484,16.634,17.0328,16.5311,16.6386,16.8902,0.0288616,0.917855,-0.0129924,-0.0841117,
cle-1,0.131013,0.880627,G5EDQ4,CLE-1C protein,18.5859,18.5729,18.5608,18.5309,18.3035,18.3947,18.6457,18.3826,0.880627,0.098831,0.131013,1.74479,
"CELE_Y66A7A,7",-0.330454,0.43367,G5EDQ7,Uncharacterized protein,14.0725,13.9646,14.4501,14.5771,15.4782,14.1481,14.2147,14.5451,0.43367,0.296608,-0.330454,-0.972394,
sur-6,0.276612,0.837836,G5EDR3,Serine/threonine-protein phosphatase 2A regulatory subunit sur-6,16.1152,16.1621,16.2105,16.4188,15.6938,15.7606,15.9815,16.3643,0.837836,0.108443,0.276612,1.67344,
pod-1,-0.974802,2.82788,G5EDS2;K8F7Z0,POD-1;Uncharacterized protein,15.3567,15.3078,15.5786,15.4886,16.5551,16.0374,16.2503,16.7882,2.82788,0.00308428,-0.974802,-5.52041,+
exos-7,-0.732338,2.39151,G5EDS8,EXOSome (Multiexonuclease complex) component,13.3214,13.204,12.9001,13.3051,13.8095,13.6195,14.2228,14.0081,2.39151,0.00497713,-0.732338,-4.51018,+
lin-35,-0.623949,1.73451,G5EDT1,Synthetic multivulva protein LIN-35 Rb,12.1067,11.5166,11.4268,11.897,12.5664,12.1618,12.1768,12.5379,1.73451,0.0171916,-0.623949,-3.20735,+
"CELE_T01D3,6",-0.111713,0.178028,G5EDT4;G5EEP7,Uncharacterized protein,16.7234,16.3447,16.0687,16.5517,16.8717,16.0771,16.3208,16.8658,0.178028,0.590274,-0.111713,-0.457073,
ubr-5,-0.150429,0.0988931,G5EDT9,UBR E3 ubiquitin ligase homolog,11.4186,11.8871,11.7235,11.7262,12.1652,12.7759,12.1659,10.2501,0.0988931,0.741956,-0.150429,-0.269797,
pld-1,0.707533,1.28857,G5EDU3,PhosphoLipase D,13.2007,13.8172,12.55,12.9605,12.7096,12.3223,12.5205,12.1459,1.28857,0.041489,0.707533,2.42581,+
cyk-3,-0.415652,1.15464,G5EDU8;Q8WT44,CYtoKinesis defect,12.2636,11.8408,11.6612,12.1018,12.4333,12.1839,12.1739,12.7389,1.15464,0.0557238,-0.415652,-2.20062,
"CELE_E01G4,6",0.0860775,0.040995,G5EDV0,Uncharacterized protein,14.5895,13.7947,16.3405,15.5314,14.5073,15.85,15.6825,13.8719,0.040995,0.881978,0.0860775,0.117994,
cey-4,-0.195902,0.444069,G5EDV3,"C, Elegans Y-box",18.7364,18.4329,18.8846,19.0795,18.6482,19.3459,18.9418,18.981,0.444069,0.28857,-0.195902,-0.991579,
istr-1,-0.665095,1.0846,G5EDV6,Increased Sodium Tolerance Related,15.0913,15.091,16.3751,15.9124,16.2877,16.2115,16.3052,16.3259,1.0846,0.0645992,-0.665095,-2.0838,
"CELE_Y53H1B,2",-0.379148,1.49086,G5EDV7,Uncharacterized protein,17.0428,16.772,16.9054,17.0158,17.4924,17.4589,17.3412,16.9601,1.49086,0.0274051,-0.379148,-2.77298,+
adbp-1,1.32905,2.33654,G5EDW1,2L737,15.9113,17.0535,15.7962,15.998,15.0947,14.7161,14.8597,14.7724,2.33654,0.00524224,1.32905,4.39211,+
"CELE_VF13D12L,3",0.75231,1.45108,G5EDW8,Uncharacterized protein,16.4829,17.2191,16.5414,16.883,16.0279,15.6517,15.791,16.6466,1.45108,0.029614,0.75231,2.70388,+
fbxa-101,-0.45747,1.13355,G5EDX9,F-box A protein,12.0552,11.7078,11.4755,12.0604,12.5416,12.0206,12.0044,12.5622,1.13355,0.0583015,-0.45747,-2.16539,
wars-1,-0.47479,1.11266,G5EDY2,Tryptophanyl(W) Amino-acyl tRNA Synthetase,16.5624,16.6237,16.6072,17.0351,17.0886,16.993,16.895,17.7509,1.11266,0.060669,-0.47479,-2.13055,
skr-7,-1.6999,1.88472,G5EDY3,SKR-7,14.7563,15.5843,15.3771,14.1276,16.6338,15.972,16.3784,17.6607,1.88472,0.0127561,-1.6999,-3.48643,+
drp-1,-0.549573,0.942614,G5EDY8;Q8WQC9,Dynamin-Related Protein,14.2973,14.3284,13.8255,14.5625,15.0468,14.8648,15.227,14.0734,0.942614,0.0874113,-0.549573,-1.84787,
